ERBB3	P21860	Tyr	TK
ERBB4	Q15303	Tyr	TK
ERN1	O75460	SerThr	Other
ERN2	Q76MJ5	SerThr	Other
FAM20C	Q8IXL6	SerThr	
FER	P16591	Tyr	TK
FES	P07332	Tyr	TK
FGFR1	P11362	Tyr	TK
FGFR2	P21802	Tyr	TK
FGFR3	P22607	Tyr	TK
FGFR4	P22455	Tyr	TK
FGR	P09769	Tyr	TK
FLT1	P17948	Tyr	TK
FLT3	P36888	Tyr	TK
FLT4	P35916	Tyr	TK
FRK	P42685	Tyr	TK
FYN	P06241	Tyr	TK
GAK	O14976	SerThr	Other
GRK1	Q15835	SerThr	AGC
GRK2	P25098	SerThr	AGC
GRK3	P35626	SerThr	AGC
GRK4	P32298	SerThr	AGC
GRK5	P34947	SerThr	AGC
GRK6	P43250	SerThr	AGC
GRK7	Q8WTQ7	SerThr	AGC
GSK3A	P49840	SerThr	CMGC
GSK3B	P49841	SerThr	CMGC
HASPIN	""	SerThr	Other
HCK	P08631	Tyr	TK
HIPK1	Q86Z02	SerThr	CMGC
HIPK2	Q9H2X6	SerThr	CMGC
HIPK3	Q9H422	SerThr	CMGC
HIPK4	Q8NE63	SerThr	CMGC
HUNK	P57058	SerThr	CAMK
IGF1R	P08069	Tyr	TK
IKBKB	O14920	SerThr	Other
IKBKE	Q14164	SerThr	Other
ILK	Q13418	SerThr	TKL
INSR	P06213	Tyr	TK
INSRR	P14616	Tyr	TK
IRAK1	P51617	SerThr	TKL
IRAK2	O43187	SerThr	TKL
IRAK3	Q9Y616	SerThr	TKL
IRAK4	Q9NWZ3	SerThr	TKL
ITK	Q08881	Tyr	TK
JAK1	P23458	Tyr	TK
JAK2	O60674	Tyr	TK
JAK3	P52333	Tyr	TK
KDR	P35968	Tyr	TK
KIT	P10721	Tyr	TK
KSR1	Q8IVT5	SerThr	TKL
KSR2	Q6VAB6	SerThr	TKL
LATS1	O95835	SerThr	AGC
LATS2	Q9NRM7	SerThr	AGC
LCK	P06239	Tyr	TK
LRRK1	Q38SD2	SerThr	TKL
LRRK2	Q5S007	SerThr	TKL
LTK	P29376	Tyr	TK
LYN	P07948	Tyr	TK
MAK	P20794	SerThr	CMGC
MAP2K1	Q02750	Dual	STE
MAP2K2	P36507	Dual	STE
MAP2K3	P46734	Dual	STE
MAP2K4	P45985	Dual	STE
MAP2K5	Q13163	Dual	STE
MAP2K6	P52564	Dual	STE
MAP2K7	O14733	Dual	STE
MAP3K10	Q02779	SerThr	TKL
MAP3K11	Q16584	SerThr	TKL
MAP3K12	Q12852	SerThr	TKL
MAP3K13	O43283	SerThr	TKL
MAP3K14	Q99558	SerThr	STE
MAP3K15	Q6ZN16	SerThr	
MAP3K19	Q56UN5	SerThr	STE
MAP3K1	Q13233	SerThr	STE
MAP3K20	Q9NYL2	SerThr	TKL
MAP3K21	Q5TCX8	SerThr	TKL
MAP3K2	Q9Y2U5	SerThr	STE
MAP3K3	Q99759	SerThr	STE
MAP3K4	Q9Y6R4	SerThr	STE
MAP3K5	Q99683	SerThr	STE
MAP3K6	O95382	SerThr	STE
MAP3K7	O43318	SerThr	STE
MAP3K8	P41279	SerThr	STE
MAP3K9	P80192	SerThr	TKL
MAP4K1	Q92918	SerThr	STE
MAP4K2	Q12851	SerThr	STE
MAP4K3	Q8IVH8	SerThr	STE
MAP4K4	O95819	SerThr	STE
MAP4K5	Q9Y4K4	SerThr	STE
MAPK10	P53779	SerThr	CMGC
MAPK11	Q15759	SerThr	CMGC
MAPK12	P53778	SerThr	TKL
MAPK13	O15264	SerThr	TKL
MAPK14	Q16539	SerThr	STE
MAPK15	Q8TD08	SerThr	CMGC
MAPK1	P28482	SerThr	CMGC
MAPK3	P27361	SerThr	CMGC
MAPK4	P31152	SerThr	CMGC
MAPK6	Q16659	SerThr	CMGC
MAPK7	Q13164	SerThr	CMGC
MAPK8	P45983	SerThr	CMGC
MAPK9	P45984	SerThr	CMGC
MAPKAPK2	P49137	SerThr	CAMK
MAPKAPK3	Q16644	SerThr	CAMK
MAPKAPK5	Q8IW41	SerThr	CAMK
MARK1	Q9P0L2	SerThr	CAMK
MARK2	Q7KZI7	SerThr	CAMK
MARK3	P27448	SerThr	CAMK
MARK4	Q96L34	SerThr	CAMK
MASTL	Q96GX5	SerThr	AGC
MATK	P42679	Tyr	TK
MELK	Q14680	SerThr	CAMK
MERTK	Q12866	Tyr	TK
MET	P08581	Tyr	TK
MINK1	Q8N4C8	SerThr	STE
MKNK1	Q9BUB5	SerThr	CAMK
MKNK2	Q9HBH9	SerThr	CAMK
MOK	Q9UQ07	SerThr	CMGC
MOS	P00540	SerThr	Other
MST1R	Q04912	Tyr	TK
MST1	""	SerThr	STE
MTOR	P42345	SerThr	Atypical
MUSK	O15146	Tyr	TK
MYLK4	Q86YV6	SerThr	CAMK
MYLK	Q15746	SerThr	CAMK
MYO3A	Q8NEV4	SerThr	STE
MYO3B	Q8WXR4	SerThr	STE
NEK10	Q6ZWH5	SerThr	Other
NEK11	Q8NG66	SerThr	Other
NEK1	Q96PY6	SerThr	Other
NEK2	P51955	SerThr	Other
NEK3	P51956	SerThr	Other
NEK4	P51957	SerThr	Other
NEK5	Q6P3R8	SerThr	Other
NEK6	Q9HC98	SerThr	Other
NEK7	Q8TDX7	SerThr	Other
NEK8	Q86SG6	SerThr	Other
NEK9	Q8TD19	SerThr	Other
NIM1K	Q8IY84	SerThr	CAMK
NLK	Q9UBE8	SerThr	CMGC
NRK	Q7Z2Y5	SerThr	STE
NTRK1	P04629	Tyr	TK
NTRK2	Q16620	Tyr	TK
NTRK3	Q16288	Tyr	TK
NUAK1	O60285	SerThr	CAMK
NUAK2	Q9H093	SerThr	CAMK
OSR1	""	SerThr	STE
OXSR1	O95747	SerThr	STE
PAK1	Q13153	SerThr	STE
PAK2	Q13177	SerThr	STE
PAK3	O75914	SerThr	STE
PAK4	O96013	SerThr	STE
PAK5	Q9P286	SerThr	STE
PAK6	Q9NQU5	SerThr	STE
PASK	Q96RG2	SerThr	CAMK
PBK	Q96KB5	Dual	Other
PDGFRA	P16234	Tyr	TK
PDGFRB	P09619	Tyr	TK
PDK1	Q15118	SerThr	AGC
PDK2	Q15119	SerThr	
PDK3	Q15120	SerThr	
PDK4	Q16654	SerThr	
PDPK1	O15530	SerThr	AGC
PHKG1	Q16816	SerThr	CAMK
PHKG2	P15735	SerThr	CAMK
PIM1	P11309	SerThr	CAMK
PIM2	Q9P1W9	SerThr	CAMK
PIM3	Q86V86	SerThr	CAMK
PINK1	Q9BXM7	SerThr	Other
PKN1	Q16512	SerThr	AGC
PKN2	Q16513	SerThr	AGC
PKN3	Q6P5Z2	SerThr	AGC
PLK1	P53350	SerThr	Other
PLK2	Q9NYY3	SerThr	Other
PLK3	Q9H4B4	SerThr	Other
PLK4	O00444	SerThr	Other
PNCK	Q6P2M8	SerThr	CAMK
PRKAA1	Q13131	SerThr	CAMK
PRKAA2	P54646	SerThr	CAMK
PRKACA	P17612	SerThr	AGC
PRKACB	P22694	SerThr	AGC
PRKACG	P22612	SerThr	AGC
PRKCA	P17252	SerThr	AGC
PRKCB	P05771	SerThr	AGC
PRKCD	Q05655	Dual	AGC
PRKCE	Q02156	SerThr	AGC
PRKCG	P05129	SerThr	AGC
PRKCH	P24723	SerThr	AGC
PRKCI	P41743	SerThr	AGC
PRKCQ	Q04759	SerThr	AGC
PRKCZ	Q05513	SerThr	AGC
PRKD1	Q15139	SerThr	
PRKD2	Q9BZL6	SerThr	CAMK
PRKD3	O94806	SerThr	
PRKDC	P78527	SerThr	Atypical
PRKG1	Q13976	SerThr	AGC
PRKG2	Q13237	SerThr	AGC
PRKX	P51817	SerThr	AGC
PRKY	O43930	SerThr	AGC
PSKH2	Q96QS6	SerThr	CAMK
PTK2B	Q14289	Tyr	TK
PTK2	Q05397	Tyr	TK
PTK6	Q13882	Tyr	TK
RAF1	P04049	SerThr	TKL
RET	P07949	Tyr	TK
RIPK1	Q13546	SerThr	TKL
RIPK2	O43353	Dual	TKL
RIPK3	Q9Y572	SerThr	TKL
RIPK4	P57078	SerThr	TKL
RNASEL	Q05823	SerThr	Other
ROCK1	Q13464	SerThr	AGC
ROCK2	O75116	SerThr	AGC
ROS1	P08922	Tyr	TK
RPS6KA1	Q15418	SerThr	AGC
RPS6KA2	Q15349	SerThr	AGC
RPS6KA3	P51812	SerThr	AGC
RPS6KA4	O75676	SerThr	AGC
RPS6KA5	O75582	SerThr	AGC
RPS6KA6	Q9UK32	SerThr	AGC
RPS6KB1	P23443	SerThr	AGC
RPS6KB2	Q9UBS0	SerThr	AGC
SGK1	O00141	SerThr	AGC
SGK2	Q9HBY8	SerThr	AGC
SGK3	Q96BR1	SerThr	AGC
SIK1	P57059	SerThr	CAMK
SIK2	Q9H0K1	SerThr	CAMK
SIK3	Q9Y2K2	SerThr	CAMK
SLK	Q9H2G2	SerThr	STE
SMG1	Q96Q15	SerThr	Atypical
SNRK	Q9NRH2	SerThr	CAMK
SRC	P12931	Tyr	TK
SRMS	Q9H3Y6	Tyr	TK
SRPK1	Q96SB4	SerThr	CMGC
SRPK2	P78362	SerThr	CMGC
SRPK3	Q9UPE1	SerThr	CMGC
STK10	O94804	SerThr	STE
STK11	Q15831	SerThr	CAMK
STK16	O75716	Dual	
STK17A	Q9UEE5	SerThr	CAMK
STK17B	O94768	SerThr	CAMK
STK24	Q9Y6E0	SerThr	STE
STK25	O00506	SerThr	STE
STK26	Q9P289	SerThr	STE
STK32B	Q9NY57	SerThr	AGC
STK32C	Q86UX6	SerThr	AGC
STK33	Q9BYT3	SerThr	CAMK
STK36	Q9NRP7	SerThr	
STK38L	Q9Y2H1	SerThr	AGC
STK38	Q15208	SerThr	AGC
STK39	Q9UEW8	SerThr	
STK3	Q13188	SerThr	STE
STK4	Q13043	SerThr	STE
STRADA	Q7RTN6	SerThr	STE
SYK	P43405	Tyr	TK
TAOK1	Q7L7X3	SerThr	STE
TAOK2	Q9UL54	SerThr	STE
TAOK3	Q9H2K8	SerThr	STE
TBK1	Q9UHD2	SerThr	Other
TEC	P42680	Tyr	TK
TEK	Q02763	Tyr	TK
TGFBR1	P36897	SerThr	TKL
TGFBR2	P37173	SerThr	TKL
TLK1	Q9UKI8	SerThr	Other
TLK2	Q86UE8	SerThr	Other
TNIK	Q9UKE5	SerThr	STE
TNK1	Q13470	Tyr	TK
TNNI3K	Q59H18	SerThr	
TP53RK	Q96S44	SerThr	Other
TRPM6	Q9BX84	SerThr	Atypical
TRPM7	Q96QT4	SerThr	Atypical
TSSK1B	Q9BXA7	SerThr	CAMK
TSSK2	Q96PF2	SerThr	CAMK
TSSK6	Q9BXA6	SerThr	CAMK
TTBK1	Q5TCY1	SerThr	CK1
TTBK2	Q6IQ55	SerThr	CK1
TTK	P33981	Dual	Other
TXK	P42681	Tyr	TK
TYK2	P29597	Tyr	TK
TYRO3	Q06418	Tyr	TK
UHMK1	Q8TAS1	SerThr	Other
ULK1	O75385	SerThr	Other
ULK2	Q8IYT8	SerThr	Other
ULK3	Q6PHR2	SerThr	Other
ULK4	Q96C45	SerThr	Other
VRK1	Q99986	SerThr	CK1
VRK2	Q86Y07	SerThr	CK1
VRK3	Q8IV63	SerThr	CK1
WNK1	Q9H4A3	SerThr	Other
WNK2	Q9Y3S1	SerThr	Other
WNK3	Q9BYP7	SerThr	Other
WNK4	Q96J92	SerThr	Other
YES1	P07947	Tyr	TK
ZAP70	P43403	Tyr	TK
